,Suburb,Rooms,Type,Price,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,zipcode,airbnb_price_mean,airbnb_record_count
6105,Yarraville,4,h,800000.0,6.3,3013.0,4.0,2.0,2.0,277.0,142.0,1950.0,-37.8215,144.89614,6543.0,,,
6106,Yarraville,3,h,1100000.0,6.3,3013.0,3.0,1.0,0.0,221.0,137.0,1948.0,-37.81284,144.89158999999995,6543.0,,,
6107,Aberfeldie,4,h,1650000.0,7.5,3040.0,4.0,2.0,1.0,484.0,186.0,1950.0,-37.7609,144.89886,1543.0,,,
6108,Albert Park,3,h,1960000.0,3.0,3206.0,3.0,2.0,,152.0,161.0,1900.0,-37.84662,144.95675,3280.0,,,
6109,Armadale,3,t,1715000.0,6.3,3143.0,3.0,3.0,1.0,1889.0,141.0,1920.0,-37.86109,145.01994,4836.0,,,
6110,Ashburton,3,h,1555000.0,10.2,3147.0,3.0,1.0,4.0,649.0,101.0,1950.0,-37.87,145.08803,3052.0,,,
6111,Balwyn,3,h,2730000.0,7.9,3103.0,3.0,2.0,2.0,679.0,203.0,1940.0,-37.80576,145.06978999999995,5682.0,,,
6112,Bentleigh,4,h,2210000.0,11.4,3204.0,4.0,3.0,2.0,557.0,233.0,1940.0,-37.92098,145.02422,6795.0,,,
6113,Bentleigh East,3,h,1070000.0,13.8,3165.0,3.0,1.0,3.0,585.0,105.0,1960.0,-37.92041,145.07901,10969.0,,,
6114,Blackburn,5,h,1900000.0,13.4,3130.0,5.0,3.0,2.0,1003.0,270.0,1960.0,-37.82665,145.1518,5713.0,,,
6115,Blackburn,4,h,1850000.0,13.4,3130.0,4.0,2.0,2.0,628.0,287.0,2012.0,-37.82942,145.16714,5713.0,,,
6116,Blackburn South,4,h,1100000.0,13.4,3130.0,4.0,3.0,2.0,592.0,168.0,2017.0,-37.84307,145.13419,4387.0,,,
6117,Bonbeach,4,t,1830000.0,27.0,3196.0,4.0,3.0,2.0,353.0,222.0,2004.0,-38.06189000000001,145.11766,2887.0,,,
6118,Boronia,3,h,700000.0,25.0,3155.0,3.0,1.0,1.0,439.0,112.0,1970.0,-37.86205,145.25333,9704.0,,,
6119,Braybrook,3,h,840000.0,8.6,3019.0,3.0,1.0,2.0,620.0,93.0,1960.0,-37.78311,144.85331000000005,3589.0,,,
6120,Brighton,3,h,1342000.0,10.5,3186.0,3.0,1.0,3.0,287.0,110.0,1910.0,-37.88879,144.99833,10579.0,,,
6121,Brighton,3,t,1960000.0,10.5,3186.0,3.0,2.0,2.0,709.0,36.0,1960.0,-37.91414,145.00527,10579.0,,,
6122,Brunswick,2,h,911000.0,5.2,3056.0,2.0,1.0,1.0,132.0,77.0,1905.0,-37.7697,144.96866,11918.0,3056.0,94.67264573991031,446.0
6123,Brunswick,4,h,1820000.0,5.2,3056.0,4.0,2.0,2.0,317.0,288.0,2017.0,-37.75792,144.97218,11918.0,3056.0,94.67264573991031,446.0
6124,Brunswick East,2,h,950000.0,4.0,3057.0,2.0,2.0,1.0,224.0,89.0,1900.0,-37.75995,144.97413,5533.0,3057.0,154.43243243243242,185.0
6125,Bulleen,4,h,1225000.0,10.8,3105.0,4.0,1.0,2.0,753.0,130.0,1960.0,-37.77592,145.09714,4480.0,,,
6126,Bundoora,5,h,1505000.0,12.1,3083.0,5.0,3.0,2.0,659.0,179.0,2015.0,-37.68591,145.07825,10175.0,,,
6127,Bundoora,4,h,730000.0,12.1,3083.0,4.0,2.0,2.0,538.0,144.0,1970.0,-37.7002,145.06517,10175.0,,,
6128,Camberwell,6,h,2835000.0,7.7,3124.0,6.0,3.0,2.0,794.0,283.0,1970.0,-37.84317,145.05688,8920.0,,,
6129,Camberwell,5,h,2450000.0,7.7,3124.0,5.0,3.0,2.0,570.0,239.0,1926.0,-37.84136,145.08149,8920.0,,,
6130,Carnegie,2,t,850000.0,10.1,3163.0,2.0,2.0,1.0,117.0,101.0,2007.0,-37.88592,145.04781,7822.0,3163.0,94.2051282051282,156.0
6131,Carnegie,3,h,1508000.0,10.1,3163.0,3.0,2.0,2.0,338.0,147.0,2011.0,-37.89235,145.04953999999995,7822.0,3163.0,94.2051282051282,156.0
6132,Chelsea,3,h,875000.0,27.0,3196.0,3.0,1.0,3.0,534.0,127.0,1970.0,-38.04666,145.12354,3906.0,,,
6133,Cheltenham,3,h,1201000.0,17.9,3192.0,3.0,2.0,3.0,638.0,156.0,1960.0,-37.95569,145.06588,9758.0,,,
6134,Clayton,3,u,810000.0,16.7,3168.0,3.0,1.0,2.0,340.0,100.0,1955.0,-37.92559,145.10804,5837.0,3168.0,77.42763157894737,152.0
6135,Coburg,4,h,975000.0,6.7,3058.0,4.0,2.0,2.0,301.0,209.0,2005.0,-37.73697,144.97568,11204.0,,,
6136,Coburg,3,t,880000.0,6.7,3058.0,3.0,1.0,1.0,771.0,104.0,2004.0,-37.74701,144.96369,11204.0,,,
6137,Coburg North,3,h,841000.0,6.7,3058.0,3.0,1.0,3.0,533.0,150.0,1960.0,-37.72631,144.96274,3445.0,,,
6138,Collingwood,2,t,931000.0,2.0,3066.0,2.0,1.0,1.0,109.0,90.0,2001.0,-37.79737,144.98492,4553.0,3066.0,145.989898989899,297.0
6139,Craigieburn,3,h,492000.0,20.6,3064.0,3.0,2.0,2.0,255.0,184.0,2009.0,-37.59735,144.91118,15510.0,,,
6140,Croydon,3,h,858000.0,23.0,3136.0,3.0,1.0,2.0,857.0,139.0,1960.0,-37.80244,145.29711,11925.0,,,
6141,Dandenong North,3,h,682000.0,24.7,3175.0,3.0,1.0,5.0,556.0,105.0,1987.0,-37.95788,145.21389,8322.0,,,
6142,Dingley Village,4,h,1281000.0,22.2,3172.0,4.0,2.0,2.0,566.0,234.0,2000.0,-37.97215,145.12389,3940.0,,,
6143,Doncaster,3,t,751000.0,12.4,3108.0,3.0,2.0,1.0,170.0,139.0,2010.0,-37.78267,145.14278000000004,9028.0,,,
6144,Doveton,3,h,469000.0,28.8,3177.0,3.0,1.0,2.0,585.0,101.0,1959.0,-37.99515,145.23244,3533.0,,,
6145,Eltham,3,h,915000.0,18.0,3095.0,3.0,2.0,2.0,795.0,146.0,1960.0,-37.72503,145.15142,6990.0,,,
6146,Essendon,3,h,1150000.0,7.5,3040.0,3.0,1.0,2.0,658.0,183.0,1950.0,-37.75009,144.89271000000005,9264.0,,,
6147,Fairfield,4,h,1255000.0,5.7,3078.0,4.0,1.0,1.0,368.0,148.0,1915.0,-37.77167,145.02015,2970.0,,,
6148,Fairfield,3,h,1300000.0,5.7,3078.0,3.0,2.0,4.0,579.0,113.0,1960.0,-37.77252,145.02546,2970.0,,,
6149,Frankston South,4,h,760000.0,38.0,3199.0,4.0,2.0,2.0,536.0,180.0,1965.0,-38.16363,145.11545,7566.0,,,
6150,Glen Waverley,3,h,1275000.0,16.7,3150.0,3.0,2.0,2.0,714.0,164.0,1973.0,-37.88809000000001,145.19011,15321.0,3150.0,124.02645502645503,189.0
6151,Glen Waverley,5,h,1480000.0,16.7,3150.0,5.0,2.0,2.0,718.0,237.0,1980.0,-37.8888,145.18692,15321.0,3150.0,124.02645502645503,189.0
6152,Greensborough,3,h,922000.0,16.1,3088.0,3.0,2.0,2.0,587.0,200.0,1979.0,-37.68569,145.10902,8524.0,,,
6153,Greensborough,4,h,865000.0,16.1,3088.0,4.0,2.0,2.0,734.0,211.0,1980.0,-37.6929,145.1272,8524.0,,,
6154,Greenvale,5,h,650000.0,20.4,3059.0,5.0,2.0,2.0,512.0,239.0,2014.0,-37.6248,144.87612,4864.0,,,
6155,Hampton,3,h,1450000.0,13.8,3188.0,3.0,1.0,1.0,464.0,147.0,1948.0,-37.93753,145.0102,5454.0,,,
6156,Hawthorn,4,h,2325000.0,5.3,3122.0,4.0,3.0,2.0,649.0,227.0,1920.0,-37.83508,145.0429,11308.0,3122.0,180.57065217391303,184.0
6157,Hawthorn,3,h,1450000.0,5.3,3122.0,3.0,1.0,0.0,216.0,104.0,1890.0,-37.82031,145.04043,11308.0,3122.0,180.57065217391303,184.0
6158,Hillside,4,h,628000.0,18.0,3037.0,4.0,2.0,1.0,480.0,120.0,2003.0,-37.70228,144.74316000000005,5556.0,,,
6159,Hillside,3,h,645500.0,18.0,3037.0,3.0,2.0,2.0,719.0,155.0,2000.0,-37.6883,144.74225,5556.0,,,
6160,Hoppers Crossing,4,h,525000.0,18.4,3029.0,4.0,2.0,2.0,452.0,134.0,1993.0,-37.87517,144.67094,13830.0,,,
6161,Jacana,3,h,626000.0,14.0,3047.0,3.0,1.0,2.0,622.0,87.0,1960.0,-37.68908,144.9116,851.0,,,
6162,Keilor,3,h,840000.0,14.5,3036.0,3.0,2.0,2.0,725.0,225.0,1970.0,-37.72465,144.8359,2339.0,,,
6163,Keilor East,4,h,1230000.0,11.7,3033.0,4.0,4.0,2.0,538.0,127.0,1990.0,-37.74975,144.86895,5629.0,,,
6164,Kew East,2,h,1325000.0,7.3,3102.0,2.0,1.0,2.0,422.0,88.0,1940.0,-37.79938,145.05662,2671.0,,,
6165,Kew East,3,h,1975000.0,7.3,3102.0,3.0,1.0,2.0,676.0,160.0,1925.0,-37.79546,145.04533,2671.0,,,
6166,Kingsville,4,h,1140000.0,6.4,3012.0,4.0,1.0,0.0,276.0,118.0,1915.0,-37.80774,144.88251,1808.0,,,
6167,Kingsville,3,h,1000000.0,6.4,3012.0,3.0,2.0,2.0,275.0,282.0,1940.0,-37.80592,144.8807,1808.0,,,
6168,Malvern,4,t,2750000.0,5.9,3144.0,4.0,2.0,3.0,357.0,270.0,2015.0,-37.84684,145.03893,4675.0,,,
6169,Meadow Heights,3,h,370000.0,17.4,3048.0,3.0,1.0,1.0,784.0,95.0,1978.0,-37.65877,144.91191,4704.0,,,
6170,Mentone,3,t,995000.0,20.0,3194.0,3.0,3.0,2.0,248.0,166.0,2011.0,-37.98087,145.06024,6162.0,,,
6171,Mill Park,4,h,900000.0,17.9,3082.0,4.0,2.0,2.0,609.0,231.0,2003.0,-37.65898,145.08245,10529.0,,,
6172,Mont Albert,4,h,2500000.0,10.2,3127.0,4.0,3.0,3.0,402.0,277.0,1950.0,-37.8137,145.11013,2079.0,,,
6173,Moonee Ponds,4,h,1200000.0,6.2,3039.0,4.0,1.0,1.0,455.0,145.0,1920.0,-37.76913,144.93236000000005,6232.0,,,
6174,Moorabbin,3,u,828000.0,14.3,3189.0,3.0,2.0,2.0,301.0,117.0,1980.0,-37.94511,145.04426999999995,2555.0,,,
6175,Mount Waverley,4,h,1335000.0,14.2,3149.0,4.0,1.0,3.0,731.0,145.0,1970.0,-37.86118,145.11506,13366.0,,,
6176,Mount Waverley,4,h,1480000.0,14.2,3149.0,4.0,2.0,2.0,695.0,160.0,1970.0,-37.86127000000001,145.14271000000005,13366.0,,,
6177,Mulgrave,4,h,1100000.0,18.8,3170.0,4.0,2.0,2.0,748.0,152.0,1996.0,-37.9265,145.19758000000004,7113.0,,,
6178,Narre Warren,4,h,792500.0,34.1,3805.0,4.0,2.0,2.0,846.0,174.0,1996.0,-38.00626,145.29079,9376.0,,,
6179,Newport,3,h,1262000.0,6.2,3015.0,3.0,2.0,2.0,343.0,110.0,1980.0,-37.84461,144.87515,5498.0,,,
6180,Newport,4,h,1210000.0,6.2,3015.0,4.0,1.0,0.0,325.0,160.0,1983.0,-37.84373,144.88603999999995,5498.0,,,
6181,Niddrie,3,h,1186000.0,10.4,3042.0,3.0,1.0,4.0,654.0,112.0,1955.0,-37.73554,144.88517,2291.0,,,
6182,Northcote,3,h,1320000.0,5.3,3070.0,3.0,1.0,1.0,227.0,119.0,1920.0,-37.77432,144.99111000000005,11364.0,3070.0,113.28169014084507,284.0
6183,Oak Park,3,h,725000.0,11.2,3046.0,3.0,1.0,1.0,327.0,111.0,1960.0,-37.7151,144.92103,2651.0,,,
6184,Pascoe Vale,3,h,850000.0,8.5,3044.0,3.0,1.0,1.0,712.0,133.0,1940.0,-37.71594,144.92986000000005,7485.0,,,
6185,Point Cook,4,h,765000.0,14.7,3030.0,4.0,2.0,2.0,612.0,219.0,2004.0,-37.88177,144.74221,15542.0,3030.0,115.74806201550388,258.0
6186,Point Cook,4,h,635000.0,14.7,3030.0,4.0,2.0,2.0,334.0,244.0,2000.0,-37.90584000000001,144.74858,15542.0,3030.0,115.74806201550388,258.0
6187,Port Melbourne,3,h,1960000.0,3.5,3207.0,3.0,2.0,0.0,253.0,230.0,1900.0,-37.836,144.93701,8648.0,3207.0,200.2101167315175,257.0
6188,Richmond,3,t,1500000.0,2.4,3121.0,3.0,2.0,2.0,72.0,145.0,2011.0,-37.81937,145.00146,14949.0,3121.0,162.26273885350318,628.0
6189,Richmond,2,h,1200000.0,2.4,3121.0,2.0,1.0,,135.0,86.0,1890.0,-37.82132,145.00973,14949.0,3121.0,162.26273885350318,628.0
6190,Ringwood East,3,h,746000.0,21.3,3135.0,3.0,1.0,1.0,400.0,135.0,1950.0,-37.80954000000001,145.25538,4407.0,,,
6191,Roxburgh Park,3,h,380000.0,20.6,3064.0,3.0,1.0,1.0,372.0,92.0,2000.0,-37.62388,144.93701,5833.0,,,
6192,Sandringham,4,h,1915000.0,15.2,3191.0,4.0,2.0,2.0,563.0,220.0,1910.0,-37.95893,145.0128,4497.0,,,
6193,Scoresby,4,h,962000.0,22.2,3179.0,4.0,2.0,3.0,724.0,166.0,1985.0,-37.88919,145.2165,2206.0,,,
6194,South Melbourne,1,h,855000.0,1.9,3205.0,1.0,1.0,0.0,67.0,72.0,1900.0,-37.8343,144.95529,5943.0,3205.0,214.84666666666666,300.0
6195,South Yarra,3,h,1305000.0,2.7,3141.0,3.0,1.0,,174.0,110.0,1900.0,-37.84517,144.98727,14887.0,3141.0,157.91259931895573,881.0
6196,Sunbury,3,h,405000.0,31.7,3429.0,3.0,1.0,3.0,515.0,101.0,1991.0,-37.57662,144.74767,14092.0,,,
6197,Sunbury,3,h,482000.0,31.7,3429.0,3.0,1.0,1.0,573.0,126.0,1965.0,-37.57123,144.72333999999995,14092.0,,,
6198,Sunbury,3,h,436000.0,31.7,3429.0,3.0,2.0,2.0,350.0,220.0,2004.0,-37.58883,144.70202,14092.0,,,
6199,Sunshine North,4,h,665000.0,10.5,3020.0,4.0,2.0,3.0,600.0,183.0,1975.0,-37.76482,144.83375,4217.0,,,
6200,Surrey Hills,4,h,1810000.0,10.2,3127.0,4.0,3.0,2.0,349.0,223.0,1997.0,-37.82832,145.09242,5457.0,,,
6201,Surrey Hills,5,h,2230000.0,10.2,3127.0,5.0,2.0,2.0,754.0,270.0,1905.0,-37.82807,145.10796000000005,5457.0,,,
6202,Templestowe,5,h,1930000.0,15.5,3106.0,5.0,3.0,2.0,807.0,377.0,2000.0,-37.75245,145.15283,6202.0,,,
6203,Thomastown,3,h,750000.0,15.3,3074.0,3.0,2.0,2.0,536.0,169.0,1980.0,-37.67666,144.99161,7955.0,,,
6204,Thornbury,4,h,1605000.0,7.0,3071.0,4.0,2.0,2.0,348.0,92.0,1930.0,-37.75582,144.98951,8870.0,,,
6205,Viewbank,3,h,1009000.0,8.9,3084.0,3.0,2.0,2.0,663.0,136.0,1980.0,-37.7417,145.0958,2698.0,,,
6206,Wallan,3,h,366000.0,44.2,3756.0,3.0,1.0,1.0,502.0,77.0,1978.0,-37.40853,144.97749,3988.0,,,
6207,Wantirna South,4,h,1440000.0,14.7,3152.0,4.0,3.0,6.0,717.0,247.0,1985.0,-37.87831,145.24575,7082.0,,,
6208,Wantirna South,4,h,1060000.0,14.7,3152.0,4.0,2.0,3.0,729.0,173.0,1970.0,-37.85728,145.24839,7082.0,,,
6209,Watsonia,3,h,792000.0,14.5,3087.0,3.0,1.0,2.0,571.0,124.0,1960.0,-37.71502,145.08844,2329.0,,,
6210,Werribee,3,h,470000.0,14.7,3030.0,3.0,1.0,2.0,640.0,125.0,1985.0,-37.88537,144.65337,16166.0,3030.0,115.74806201550388,258.0
6211,Werribee,3,h,515000.0,14.7,3030.0,3.0,2.0,1.0,251.0,194.0,2012.0,-37.90918,144.68325,16166.0,3030.0,115.74806201550388,258.0
6212,Werribee,4,h,603500.0,14.7,3030.0,4.0,2.0,4.0,650.0,184.0,1994.0,-37.90336,144.67918,16166.0,3030.0,115.74806201550388,258.0
6213,West Footscray,3,h,870000.0,6.4,3012.0,3.0,1.0,2.0,417.0,109.0,1950.0,-37.79644,144.86388,5058.0,,,
6214,West Melbourne,3,t,1500000.0,3.1,3003.0,3.0,2.0,1.0,862.0,209.0,1920.0,-37.80947000000001,144.94473,2230.0,3003.0,130.20599250936328,267.0
6215,Williams Landing,3,h,555000.0,17.6,3027.0,3.0,2.0,2.0,265.0,25.0,2014.0,-37.85504,144.73516,1999.0,,,
6216,Windsor,3,h,1425000.0,4.6,3181.0,3.0,1.0,1.0,188.0,150.0,1907.0,-37.85277,144.98485,4380.0,3181.0,148.1695652173913,460.0
6217,Yarraville,3,h,1190000.0,6.3,3013.0,3.0,1.0,2.0,515.0,89.0,1955.0,-37.82067,144.87725,6543.0,,,
6218,Albanvale,3,h,506000.0,14.0,3021.0,3.0,1.0,2.0,544.0,120.0,1980.0,-37.74965,144.77008999999995,1899.0,,,
6219,Albert Park,4,h,2550000.0,3.0,3206.0,4.0,2.0,,152.0,175.0,1910.0,-37.84663,144.95681000000005,3280.0,,,
6220,Ardeer,3,h,730000.0,12.8,3022.0,3.0,2.0,2.0,739.0,112.0,1970.0,-37.77245,144.8001,1281.0,,,
6221,Armadale,2,h,1460000.0,6.3,3143.0,2.0,1.0,1.0,181.0,80.0,1930.0,-37.8542,145.01506,4836.0,,,
6222,Armadale,2,h,1726000.0,6.3,3143.0,2.0,2.0,2.0,269.0,128.0,1910.0,-37.85425,145.01545,4836.0,,,
6223,Ashburton,4,h,1920000.0,10.2,3147.0,4.0,3.0,2.0,391.0,203.0,2016.0,-37.86664,145.08597,3052.0,,,
6224,Ashwood,3,h,1575000.0,10.2,3147.0,3.0,1.0,2.0,787.0,115.0,1955.0,-37.86394,145.09702,2894.0,,,
6225,Balwyn North,4,h,2000000.0,9.7,3104.0,4.0,3.0,4.0,958.0,255.0,2015.0,-37.78662,145.07683,7809.0,,,
6226,Balwyn North,4,h,2270000.0,9.7,3104.0,4.0,2.0,2.0,654.0,334.0,2010.0,-37.78458,145.07912,7809.0,,,
6227,Balwyn North,3,h,1890000.0,9.7,3104.0,3.0,2.0,1.0,632.0,144.0,1940.0,-37.79094,145.07899,7809.0,,,
6228,Bentleigh,4,h,1895000.0,11.4,3204.0,4.0,2.0,2.0,557.0,220.0,1920.0,-37.91741,145.02873,6795.0,,,
6229,Bentleigh East,3,t,1280000.0,13.8,3165.0,3.0,2.0,2.0,335.0,239.0,2013.0,-37.91783,145.0816,10969.0,,,
6230,Bentleigh East,4,h,1595000.0,13.8,3165.0,4.0,1.0,2.0,581.0,167.0,1960.0,-37.91291,145.05996000000005,10969.0,,,
6231,Brighton,4,h,1850000.0,10.5,3186.0,4.0,3.0,3.0,421.0,170.0,2000.0,-37.90542,145.00603999999996,10579.0,,,
6232,Brunswick East,1,u,320000.0,4.0,3057.0,1.0,1.0,1.0,682.0,34.0,1980.0,-37.7734,144.97686000000004,5533.0,3057.0,154.43243243243242,185.0
6233,Bulleen,4,h,1240000.0,10.8,3105.0,4.0,2.0,2.0,602.0,170.0,1970.0,-37.76012,145.0854,4480.0,,,
6234,Bundoora,3,h,1234000.0,12.1,3083.0,3.0,1.0,2.0,896.0,139.0,1965.0,-37.70042,145.0614,10175.0,,,
6235,Burwood East,3,h,1000000.0,14.7,3151.0,4.0,2.0,2.0,788.0,108.0,1960.0,-37.85985,145.15656,4048.0,,,
6236,Campbellfield,4,h,650000.0,16.6,3061.0,4.0,2.0,4.0,688.0,175.0,1970.0,-37.6714,144.95458,1889.0,,,
6237,Carlton North,2,h,1540000.0,3.5,3054.0,2.0,1.0,,158.0,112.0,1890.0,-37.79212,144.97409,3106.0,,,
6238,Caulfield South,5,h,2450000.0,8.7,3162.0,5.0,4.0,2.0,554.0,312.0,2017.0,-37.89718,145.01657,5051.0,,,
6239,Chelsea Heights,3,h,710000.0,27.0,3196.0,3.0,1.0,1.0,650.0,138.0,1960.0,-38.04513,145.1346,2076.0,,,
6240,Cheltenham,2,t,955000.0,17.9,3192.0,2.0,2.0,1.0,836.0,112.0,2009.0,-37.97342,145.07201,9758.0,,,
6241,Cheltenham,3,h,1230000.0,17.9,3192.0,3.0,1.0,1.0,584.0,133.0,1960.0,-37.96402,145.06658000000004,9758.0,,,
6242,Clarinda,5,h,883300.0,17.5,3169.0,5.0,2.0,2.0,402.0,177.0,1980.0,-37.94452,145.11108000000004,2727.0,,,
6243,Clarinda,3,h,790000.0,17.5,3169.0,3.0,1.0,2.0,532.0,114.0,1975.0,-37.93765,145.10583,2727.0,,,
6244,Clifton Hill,2,h,1310000.0,3.6,3068.0,2.0,1.0,,146.0,104.0,1890.0,-37.79346,144.99642,2954.0,3068.0,126.01298701298701,308.0
6245,Coburg,3,h,880000.0,6.7,3058.0,3.0,1.0,1.0,379.0,107.0,1910.0,-37.73999,144.95141,11204.0,,,
6246,Coburg,3,h,1070000.0,6.7,3058.0,3.0,1.0,2.0,392.0,98.0,1920.0,-37.74671,144.95141999999996,11204.0,,,
6247,Coburg,5,h,1500000.0,6.7,3058.0,5.0,3.0,4.0,900.0,180.0,1888.0,-37.75402,144.95991,11204.0,,,
6248,Coburg,4,h,1085000.0,6.7,3058.0,4.0,2.0,1.0,430.0,155.0,1920.0,-37.7505,144.97648999999996,11204.0,,,
6249,Craigieburn,3,h,582500.0,20.6,3064.0,3.0,1.0,0.0,947.0,132.0,1972.0,-37.59604,144.94021999999995,15510.0,,,
6250,Craigieburn,4,h,480000.0,20.6,3064.0,4.0,2.0,2.0,312.0,148.0,2015.0,-37.56857,144.91693999999995,15510.0,,,
6251,Craigieburn,4,h,523000.0,20.6,3064.0,4.0,2.0,2.0,484.0,159.0,2009.0,-37.58012,144.91998,15510.0,,,
6252,Craigieburn,3,h,485000.0,20.6,3064.0,3.0,2.0,1.0,321.0,150.0,2013.0,-37.56937,144.90524,15510.0,,,
6253,Croydon,4,h,1152000.0,23.0,3136.0,4.0,2.0,2.0,1880.0,255.0,1947.0,-37.79325,145.27723999999995,11925.0,,,
6254,Dallas,3,h,475000.0,14.0,3047.0,3.0,1.0,2.0,560.0,108.0,1965.0,-37.67345,144.92526,2246.0,,,
6255,Dingley Village,4,h,970000.0,22.2,3172.0,4.0,2.0,2.0,364.0,210.0,1995.0,-37.96853,145.12948,3940.0,,,
6256,Donvale,4,h,1200000.0,16.1,3111.0,4.0,2.0,2.0,375.0,254.0,1998.0,-37.77559,145.17933,4790.0,,,
6257,Donvale,3,h,988000.0,16.1,3111.0,3.0,2.0,2.0,243.0,150.0,2012.0,-37.78298,145.17682,4790.0,,,
6258,Edithvale,3,h,875000.0,27.0,3196.0,3.0,1.0,3.0,694.0,136.0,1975.0,-38.03819,145.12443000000005,2546.0,,,
6259,Elsternwick,3,h,2105000.0,7.2,3185.0,3.0,2.0,1.0,346.0,180.0,1890.0,-37.88319,145.01142,4898.0,,,
6260,Elsternwick,4,h,2410000.0,7.2,3185.0,4.0,2.0,1.0,390.0,120.0,1920.0,-37.88785,145.00795,4898.0,,,
6261,Eltham,3,h,810000.0,18.0,3095.0,3.0,2.0,2.0,868.0,135.0,1980.0,-37.70659000000001,145.16345,6990.0,,,
6262,Eltham North,6,h,1115000.0,18.0,3095.0,6.0,3.0,4.0,966.0,332.0,1990.0,-37.68927,145.1491,2346.0,,,
6263,Elwood,3,h,1380000.0,7.2,3184.0,3.0,1.0,2.0,1730.0,152.0,2001.0,-37.8797,144.99088999999995,8989.0,3184.0,147.45373134328358,335.0
6264,Essendon,4,h,1600000.0,7.5,3040.0,4.0,4.0,3.0,543.0,259.0,2015.0,-37.74633,144.89643999999996,9264.0,,,
6265,Fairfield,4,h,1280000.0,5.7,3078.0,4.0,2.0,2.0,485.0,133.0,1920.0,-37.77044,145.02465,2970.0,,,
6266,Ferntree Gully,4,h,875000.0,24.8,3156.0,4.0,3.0,4.0,793.0,225.0,1980.0,-37.88793,145.27561,10788.0,,,
6267,Fitzroy,1,t,580000.0,2.1,3065.0,1.0,1.0,1.0,782.0,67.0,1998.0,-37.79617,144.97982,5825.0,3065.0,153.84237726098192,387.0
6268,Fitzroy,3,h,2478000.0,2.1,3065.0,3.0,2.0,,205.0,106.0,1885.0,-37.79933,144.97932,5825.0,3065.0,153.84237726098192,387.0
6269,Flemington,3,t,1017500.0,3.4,3031.0,3.0,2.0,2.0,459.0,153.0,2003.0,-37.78273,144.92358000000004,3593.0,3031.0,119.91489361702128,188.0
6270,Footscray,2,h,942000.0,5.1,3011.0,2.0,1.0,1.0,241.0,91.0,1915.0,-37.79583,144.89406,7570.0,3011.0,95.6010101010101,198.0
6271,Glen Iris,3,h,1300000.0,7.3,3146.0,3.0,1.0,2.0,403.0,124.0,1960.0,-37.85574,145.09051000000005,10412.0,,,
6272,Glen Iris,3,h,1307500.0,7.3,3146.0,3.0,1.0,1.0,316.0,111.0,1940.0,-37.84782,145.05004,10412.0,,,
6273,Glen Iris,3,h,1390000.0,7.3,3146.0,3.0,2.0,1.0,303.0,150.0,1940.0,-37.85678,145.05555,10412.0,,,
6274,Glen Waverley,3,h,1310000.0,16.7,3150.0,3.0,1.0,1.0,782.0,102.0,1960.0,-37.86941,145.17108000000005,15321.0,3150.0,124.02645502645503,189.0
6275,Glen Waverley,5,h,1285000.0,16.7,3150.0,5.0,2.0,1.0,651.0,124.0,1970.0,-37.8656,145.15034,15321.0,3150.0,124.02645502645503,189.0
6276,Glen Waverley,4,h,1292000.0,16.7,3150.0,4.0,2.0,2.0,768.0,169.0,1970.0,-37.89965,145.17135,15321.0,3150.0,124.02645502645503,189.0
6277,Glenroy,4,h,831000.0,11.2,3046.0,4.0,3.0,3.0,708.0,175.0,2007.0,-37.70317,144.91396,8870.0,,,
6278,Glenroy,3,h,570000.0,11.2,3046.0,3.0,1.0,1.0,308.0,93.0,1950.0,-37.69879,144.93354,8870.0,,,
6279,Glenroy,2,h,805000.0,11.2,3046.0,2.0,1.0,4.0,712.0,82.0,1970.0,-37.69994000000001,144.93489,8870.0,,,
6280,Gowanbrae,4,h,931000.0,12.9,3043.0,4.0,2.0,2.0,462.0,212.0,2008.0,-37.69953,144.89941000000005,1071.0,,,
6281,Hawthorn,2,h,1600000.0,5.3,3122.0,2.0,1.0,,200.0,101.0,1890.0,-37.81789000000001,145.03948,11308.0,3122.0,180.57065217391303,184.0
6282,Highett,5,h,1225000.0,16.0,3190.0,5.0,2.0,2.0,506.0,210.0,1950.0,-37.94708,145.04056,4794.0,,,
6283,Hillside,3,h,478000.0,18.0,3037.0,3.0,1.0,1.0,318.0,118.0,2003.0,-37.70388,144.75259,5556.0,,,
6284,Hoppers Crossing,3,h,520000.0,18.4,3029.0,3.0,1.0,2.0,538.0,112.0,1980.0,-37.88531,144.68431,13830.0,,,
6285,Jacana,4,h,650000.0,14.0,3047.0,4.0,3.0,1.0,693.0,120.0,1980.0,-37.68196,144.90661,851.0,,,
6286,Keilor East,3,h,1295000.0,11.7,3033.0,3.0,3.0,2.0,326.0,271.0,2012.0,-37.74009,144.87787,5629.0,,,
6287,Keilor East,4,h,1250000.0,11.7,3033.0,4.0,2.0,2.0,534.0,211.0,1970.0,-37.74514,144.87313,5629.0,,,
6288,Keilor East,4,h,986000.0,11.7,3033.0,4.0,1.0,2.0,615.0,176.0,1964.0,-37.74127,144.86648,5629.0,,,
6289,Keilor East,3,h,620000.0,11.7,3033.0,3.0,2.0,1.0,292.0,113.0,2013.0,-37.74695,144.86625,5629.0,,,
